Disease Name	Most General MONDO ID	Most General Label
Maple Syrup Urine Disease	MONDO:0009563	maple syrup urine disease
Maple Syrup Urine Disease (MSUD)	MONDO:0017051	classic maple syrup urine disease
Maple syrup urine disease	MONDO:0009563	maple syrup urine disease
Marden-Walker syndrome	MONDO:0009564	Marden-Walker syndrome
Marfan Syndrome	MONDO:0007947	Marfan syndrome
Marfan syndrome	MONDO:0007947	Marfan syndrome
Marinesco-Sjögren Syndrome	MONDO:0009567	Marinesco-Sjogren syndrome
Marinesco-Sjögren syndrome	MONDO:0009567	Marinesco-Sjogren syndrome
Marshall syndrome	MONDO:0007949; MONDO:0018540 (no common general term found)	Marshall syndrome; PFAPA syndrome
Marshall-Smith syndrome	MONDO:0011244	Marshall-Smith syndrome
Maternally Inherited Diabetes and Deafness (MIDD)	MONDO:0010785	maternally-inherited diabetes and deafness
Mayer-Rokitansky-Küster-Hauser (MRKH) syndrome	MONDO:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1
McArdle Disease (Glycogen Storage Disease Type V)	MONDO:0009293	glycogen storage disease V
McArdle disease (Glycogen Storage Disease type V)	MONDO:0009293	glycogen storage disease V
McArdle disease (Glycogen storage disease type V)	MONDO:0009293	glycogen storage disease V
McArdle disease (glycogen storage disease type V)	MONDO:0009293	glycogen storage disease V
McCune-Albright Syndrome	MONDO:0018919	McCune-Albright syndrome
McCune-Albright syndrome	MONDO:0018919	McCune-Albright syndrome
McKusick-Kaufman Syndrome	MONDO:0009367	McKusick-Kaufman syndrome
McKusick-Kaufman syndrome	MONDO:0009367	McKusick-Kaufman syndrome
McLeod Syndrome	MONDO:0018945	McLeod neuroacanthocytosis syndrome
McLeod syndrome	MONDO:0018945	McLeod neuroacanthocytosis syndrome
MeCP2 duplication syndrome	MONDO:0010283	syndromic X-linked intellectual disability Lubs type
Meckel-Gruber Syndrome	MONDO:0018921	Meckel syndrome
Meckel-Gruber syndrome	MONDO:0018921	Meckel syndrome
Medium Chain Acyl-CoA Dehydrogenase (MCAD) deficiency	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-Chain Acyl-CoA Dehydrogenase (MCAD) Deficiency	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-Chain Acyl-CoA Dehydrogenase Deficiency (MCAD Deficiency)	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-chain Acyl-CoA Dehydrogenase Deficiency	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-chain acyl-CoA dehydrogenase (MCAD) deficiency	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-chain acyl-CoA dehydrogenase deficiency	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-chain acyl-CoA dehydrogenase deficiency (MCAD deficiency)	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medium-chain acyl-CoA dehydrogenase deficiency (MCADD)	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
Medullary Cystic Kidney Disease	MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia
Medullary Sponge Kidney	MONDO:0015268	medullary sponge kidney
Medullary sponge kidney	MONDO:0015268	medullary sponge kidney
Megalencephalic Leukoencephalopathy with Subcortical Cysts (MLC)	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts
Megalencephalic Leukoencephalopathy with Subcortical Cysts (MLC1)	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts
Megalencephalic leukoencephalopathy with subcortical cysts	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts
Megalencephalic leukoencephalopathy with subcortical cysts (MLC)	MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts
Megalencephaly Capillary Malformation Syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-Capillary Malformation (MCAP) syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-Capillary Malformation Syndrome (MCAP)	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-Capillary Malformation syndrome (MCAP)	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-Capillary Malformation-Polymicrogyria Syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-Polymicrogyria-Polydactyly-Hydrocephalus (MPPH) syndrome	MONDO:0019375	megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
Megalencephaly-Polymicrogyria-Polydactyly-Hydrocephalus Syndrome	MONDO:0019375	megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
Megalencephaly-capillary malformation (MCAP) syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-capillary malformation syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-capillary malformation syndrome (MCAP)	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus (MPPH) syndrome	MONDO:0019375	megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
Megalencephaly–capillary malformation–polymicrogyria (MCAP) syndrome	MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome
Megalencephaly–polymicrogyria–polydactyly–hydrocephalus (MPPH) syndrome	MONDO:0019375	megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome
Megaloblastic anemia (vitamin B12 or folate deficiency)	MONDO:0001700	megaloblastic anemia
Meier-Gorlin syndrome	MONDO:0016817	Meier-Gorlin syndrome
Melnick-Needles Syndrome	MONDO:0010650	Melnick-Needles syndrome
Melnick-Needles syndrome	MONDO:0010650	Melnick-Needles syndrome
Melorheostosis	MONDO:0007970	melorheostosis
Mendelian Susceptibility to Mycobacterial Disease (MSMD)	MONDO:0019146	inherited susceptibility to mycobacterial diseases
Meniere's disease	MONDO:0007972	Meniere disease
Menkes Disease	MONDO:0010651	Menkes disease
Menkes disease	MONDO:0010651	Menkes disease
Merosin-deficient Congenital Muscular Dystrophy	MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A
Merosin-deficient congenital muscular dystrophy	MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A
Merosin-deficient congenital muscular dystrophy (MDC1A)	MONDO:0011925	congenital merosin-deficient muscular dystrophy 1A
Mesomelic dysplasia Kantaputra type	MONDO:0007977	mesomelic dysplasia, Kantaputra type
Metabolic disorders (e.g., phenylketonuria)	MONDO:0009861	phenylketonuria
Metachondromatosis	MONDO:0007979	metachondromatosis
Metachromatic Leukodystrophy	MONDO:0018868	metachromatic leukodystrophy
Metachromatic Leukodystrophy (MLD)	MONDO:0009591	metachromatic leukodystrophy, juvenile form
Metachromatic leukodystrophy	MONDO:0018868	metachromatic leukodystrophy
Metachromatic leukodystrophy (adult form)	MONDO:0009591	metachromatic leukodystrophy, juvenile form
Metachromatic leukodystrophy (adult-onset)	MONDO:0009591	metachromatic leukodystrophy, juvenile form
Metaphyseal Chondrodysplasia	MONDO:0000138	metaphyseal chondrodysplasia
Metaphyseal chondrodysplasia	MONDO:0000138	metaphyseal chondrodysplasia
Metaphyseal chondrodysplasia (Schmid type)	MONDO:0007983	Schmid metaphyseal chondrodysplasia
Metaphyseal chondrodysplasia, McKusick type	MONDO:0009595	cartilage-hair hypoplasia
Metaphyseal chondrodysplasia, Schmid type	MONDO:0007983	Schmid metaphyseal chondrodysplasia
Metatropic dysplasia	MONDO:0007986	metatropic dysplasia
Methionine synthase deficiency	MONDO:0009609; MONDO:0021915 (no common general term found)	arakawa syndrome 2; methylcobalamin deficiency type cblG
Methylenetetrahydrofolate reductase (MTHFR) deficiency	MONDO:0009353	homocystinuria due to methylene tetrahydrofolate reductase deficiency
Methylmalonic Acidemia	MONDO:0002012	methylmalonic acidemia
Methylmalonic acidemia	MONDO:0002012	methylmalonic acidemia
Methylmalonic acidemia (MMA)	MONDO:0002012	methylmalonic acidemia
Methylmalonic acidemia due to MUT gene deficiency	MONDO:0009612	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency
Methylmalonic acidemia with homocystinuria (cobalamin C deficiency)	MONDO:0010184	methylmalonic aciduria and homocystinuria type cblC
Mevalonate kinase deficiency	MONDO:0017708	mevalonate kinase deficiency
Micro syndrome	MONDO:0016649	Warburg micro syndrome
Microcephalic Osteodysplastic Primordial Dwarfism	MONDO:0000060	microcephalic osteodysplastic primordial dwarfism
Microcephalic osteodysplastic primordial dwarfism (MOPD)	MONDO:0016994	microcephalic osteodysplastic primordial dwarfism types I and III
Microcephaly Intellectual Disability Syndrome	MONDO:0007991	microcephaly-deafness-intellectual disability syndrome
Microcephaly Primary Hereditary (MCPH)	MONDO:0016660	autosomal recessive primary microcephaly
Microcephaly due to ASPM mutations	MONDO:0012106	microcephaly 5, primary, autosomal recessive
Microcephaly with Pontine and Cerebellar Hypoplasia (MICPCH)	MONDO:0013990	pontocerebellar hypoplasia type 8
Microcephaly with Simplified Gyral Pattern	MONDO:0011372	microcephaly with simplified gyral pattern
Microcephaly with intellectual disability syndromes	MONDO:0007991	microcephaly-deafness-intellectual disability syndrome
Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation (MCLMR)	MONDO:0007918	microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability
Microcephaly with pontocerebellar hypoplasia	MONDO:0013990	pontocerebellar hypoplasia type 8
Microcephaly-capillary malformation syndrome	MONDO:0013659	microcephaly-capillary malformation syndrome
Microcephaly-microtia syndrome	MONDO:0018494	microcephaly-short stature-intellectual disability-facial dysmorphism syndrome
Microphthalmia	MONDO:0021129	microphthalmia
Microphthalmia with Coloboma	MONDO:0000170	microphthalmia, isolated, with coloboma
Microphthalmia-coloboma syndrome	MONDO:0010485	X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome
Mild phenylketonuria (PKU)	MONDO:0019258	mild phenylketonuria
Miller syndrome	MONDO:0009903	postaxial acrofacial dysostosis
Miller-Dieker syndrome	MONDO:0009532	Miller-Dieker lissencephaly syndrome
Miller-Dieker syndrome (lissencephaly type 1)	MONDO:0009532	Miller-Dieker lissencephaly syndrome
Mitochondrial ATP synthase deficiency due to TMEM70 mutations	MONDO:0011421	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
Mitochondrial Cardiomyopathy	MONDO:0014175	mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive
Mitochondrial Complex I Deficiency due to NDUFAF5 mutations	MONDO:0032620	mitochondrial complex 1 deficiency, nuclear type 15
Mitochondrial Complex I deficiency	MONDO:0100133	mitochondrial complex I deficiency
Mitochondrial DNA Depletion Syndrome	MONDO:0018158	mitochondrial DNA depletion syndrome
Mitochondrial DNA Depletion Syndrome (MDDS)	MONDO:0018158	mitochondrial DNA depletion syndrome
Mitochondrial DNA Depletion Syndrome 13 (encephalomyopathic type) due to FBXL4 mutations	MONDO:0014198	mitochondrial DNA depletion syndrome 13
Mitochondrial DNA Depletion Syndrome 2 (hepatocerebral type) due to MPV17 mutations	MONDO:0009747	mitochondrial DNA depletion syndrome 6 (hepatocerebral type)
Mitochondrial DNA Depletion Syndrome 4B (encephalomyopathic type) due to TK2 mutations	MONDO:0014198	mitochondrial DNA depletion syndrome 13
Mitochondrial DNA Depletion Syndrome 9 (encephalomyopathic type) due to SUCLG1 mutations	MONDO:0014175	mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive
Mitochondrial DNA depletion syndrome	MONDO:0018158	mitochondrial DNA depletion syndrome
Mitochondrial DNA depletion syndrome (POLG-related)	MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form
Mitochondrial DNA depletion syndrome (encephalomyopathic form)	MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form
Mitochondrial DNA depletion syndrome (encephalomyopathic form) due to SUCLG1 mutations	MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form
Mitochondrial DNA depletion syndrome (hepatocerebral form)	MONDO:0014943	mitochondrial DNA depletion syndrome 15 (hepatocerebral type)
Mitochondrial DNA depletion syndrome (hepatocerebral type)	MONDO:0014943	mitochondrial DNA depletion syndrome 15 (hepatocerebral type)
Mitochondrial DNA depletion syndrome 13 (FBXL4-related)	MONDO:0014198	mitochondrial DNA depletion syndrome 13
Mitochondrial DNA depletion syndrome 13 (encephalomyopathic form)	MONDO:0016796	mitochondrial DNA depletion syndrome, encephalomyopathic form
Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	MONDO:0014198	mitochondrial DNA depletion syndrome 13
Mitochondrial DNA depletion syndrome 8 (RRM2B-related)	MONDO:0012792	mitochondrial DNA depletion syndrome 8a
Mitochondrial DNA depletion syndrome 9 (SUCLG1-related)	MONDO:0014959	mitochondrial DNA depletion syndrome 12A (cardiomyopathic type), autosomal dominant
Mitochondrial DNA depletion syndrome due to FBXL4 mutations	MONDO:0014198	mitochondrial DNA depletion syndrome 13
Mitochondrial DNA depletion syndrome due to TRMU deficiency	MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form
Mitochondrial DNA depletion syndrome type 3 (DGUOK-related)	MONDO:0009636	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)
Mitochondrial DNA depletion syndrome type 6 (hepatocerebral type)	MONDO:0009747	mitochondrial DNA depletion syndrome 6 (hepatocerebral type)
Mitochondrial DNA depletion syndrome, hepatocerebral form	MONDO:0100512	mitochondrial DNA depletion syndrome, hepatocerebral form
Mitochondrial DNA depletion syndrome, hepatocerebral form (DGUOK deficiency)	MONDO:0009636	mitochondrial DNA depletion syndrome 3 (hepatocerebral type)
Mitochondrial DNA depletion syndromes	MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form
Mitochondrial DNA mutations associated with hearing loss	MONDO:0015283	maternally-inherited cardiomyopathy and hearing loss
Mitochondrial DNA mutations causing hearing loss	MONDO:0010860	autosomal recessive nonsyndromic hearing loss 3
Mitochondrial Disease	MONDO:0044970	mitochondrial disease
Mitochondrial Disorder	MONDO:0016797	obsolete multiple mitochondrial DNA deletion syndrome
Mitochondrial Disorder (e.g., Leigh Syndrome)	MONDO:0016814	maternally-inherited Leigh syndrome
Mitochondrial Disorder (e.g., MERRF Syndrome)	MONDO:0010790	MERRF syndrome
Mitochondrial Disorder (e.g., Pyruvate Dehydrogenase Deficiency)	MONDO:0013877	mitochondrial pyruvate carrier deficiency
Mitochondrial Disorders	MONDO:0004069	inborn mitochondrial metabolism disorder
Mitochondrial Disorders (e.g., Alpers-Huttenlocher Syndrome)	MONDO:0008758	mitochondrial DNA depletion syndrome 4a
Mitochondrial Disorders (e.g., Leigh Syndrome)	MONDO:0016814	maternally-inherited Leigh syndrome
Mitochondrial Disorders (e.g., MERRF Syndrome)	MONDO:0010790	MERRF syndrome
Mitochondrial Encephalopathies	MONDO:0004675	mitochondrial encephalomyopathy
Mitochondrial Encephalopathies (e.g., Leigh Syndrome)	MONDO:0016814	maternally-inherited Leigh syndrome
Mitochondrial Encephalopathy	MONDO:0004675	mitochondrial encephalomyopathy
Mitochondrial Encephalopathy (Alpers Disease)	MONDO:0004675	mitochondrial encephalomyopathy
Mitochondrial Encephalopathy (Leigh Syndrome)	MONDO:0016814	maternally-inherited Leigh syndrome
Mitochondrial Encephalopathy (e.g., Leigh Disease)	MONDO:0016814	maternally-inherited Leigh syndrome
Mitochondrial Encephalopathy (e.g., Leigh Syndrome)	MONDO:0016814	maternally-inherited Leigh syndrome
Mitochondrial Encephalopathy with Lactic Acidosis and Stroke-like Episodes (MELAS)	MONDO:0010789	MELAS syndrome
Mitochondrial Encephalopathy with Ragged-Red Fibers (MERRF)	MONDO:0010790	MERRF syndrome
Mitochondrial Myopathy	MONDO:0009637	inborn mitochondrial myopathy
Mitochondrial Myopathy with Multiple mtDNA Deletions	MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form
Mitochondrial Neurogastrointestinal Encephalomyopathy (MNGIE)	MONDO:0017575	mitochondrial neurogastrointestinal encephalomyopathy
Mitochondrial Trifunctional Protein Deficiency	MONDO:0012172	mitochondrial trifunctional protein deficiency
Mitochondrial Trifunctional Protein Deficiency (MTP deficiency)	MONDO:0012172	mitochondrial trifunctional protein deficiency
Mitochondrial cardiomyopathy	MONDO:0015283	maternally-inherited cardiomyopathy and hearing loss
Mitochondrial cerebellar ataxia	MONDO:0008943	autosomal recessive spinocerebellar ataxia 2
Mitochondrial complex I and IV deficiency	MONDO:0100294	mitochondrial complex II deficiency, nuclear type 1
Mitochondrial complex I deficiency	MONDO:0100133	mitochondrial complex I deficiency
Mitochondrial complex I deficiency (NDUFS1-related)	MONDO:0027068	mitochondrial complex 1 deficiency, mitochondrial type 1
Mitochondrial complex II deficiency due to SDHA mutations	MONDO:0100294	mitochondrial complex II deficiency, nuclear type 1
Mitochondrial complex II deficiency due to SDHA or SDHAF1 mutations	MONDO:0100294	mitochondrial complex II deficiency, nuclear type 1
Mitochondrial complex III deficiency due to BCS1L mutations	MONDO:0007415	mitochondrial complex III deficiency nuclear type 1
Mitochondrial complex III deficiency, nuclear type	MONDO:0020811	mitochondrial complex III deficiency, nuclear type
Mitochondrial complex IV (cytochrome c oxidase) deficiency	MONDO:0009068	cytochrome-c oxidase deficiency disease
Mitochondrial complex IV deficiency	MONDO:0009068	cytochrome-c oxidase deficiency disease
Mitochondrial complex IV deficiency (COX15-related)	MONDO:0015448	mitochondrial complex III deficiency
Mitochondrial complex IV deficiency (Cytochrome c oxidase deficiency)	MONDO:0009068	cytochrome-c oxidase deficiency disease
Mitochondrial complex IV deficiency (SCO2-related)	MONDO:0100294	mitochondrial complex II deficiency, nuclear type 1
Mitochondrial diabetes and deafness (MIDD)	MONDO:0010785	maternally-inherited diabetes and deafness
Mitochondrial disease	MONDO:0044970	mitochondrial disease
Mitochondrial disease (e.g., Leigh syndrome)	MONDO:0016814	maternally-inherited Leigh syndrome
